CustomerID,FullName,EmailAddress,Age,PhoneNumber,Address,Married
205,Christopher Gross,benjaminrachel@example.net,30,826-972-4281x2332,"648 Ashlee Highway Apt. 660
West Thomas, NM 94882",No
206,Michael Miller,nicole46@example.net,33,270.586.8258,"710 Keith Court
Miketown, NE 94980",No
207,John Murray,uroberts@example.com,32,256-448-7184,"4325 Colleen Locks Suite 828
North Carol, MN 81804",Yes
208,Robert Ford,rollinsjessica@example.net,53,4136185260,"652 Osborne Mission Apt. 409
Carrollborough, PW 38308",No
209,Luis Hernandez,vlane@example.org,30,001-577-692-6459x178,"603 Hill Groves Apt. 614
Lopezburgh, OK 90700",Yes
210,Blake Boone,kimberlywu@example.org,29,(307)887-5208x906,"Unit 3296 Box 6311
DPO AE 12413",No
211,Sheri White,peggydaniels@example.org,20,(767)390-4819,"498 Jackson Corners
Port Kellymouth, OK 77214",Yes
212,Angela Fox,steven49@example.com,37,+1-643-210-6389,"45864 Mary Ramp Apt. 887
West Davidburgh, OH 91257",Yes
213,Laurie Sanchez,john07@example.org,41,836-724-8091x719,"8007 James Island
Hannahstad, PR 30769",Yes
214,Christine Parrish,jamierichardson@example.org,43,(233)679-6994x69813,"7036 Snyder Prairie Suite 038
East Nicholasfurt, MO 62936",Yes
215,Christopher Hardin,becky74@example.com,34,001-876-478-6627,"29269 Holmes Shoal Suite 992
Dawnberg, GU 07337",No
216,Michael Richards,emcclure@example.net,46,(568)322-4004,"49037 Hardy Mall
Steventown, NC 95394",Yes
217,Joanna Franklin,deankaren@example.net,22,001-356-615-3702x2143,"042 Austin Crossing
Loganton, IL 97510",Yes
218,Kendra Rodriguez,kevin33@example.net,33,(904)761-6531,"75229 Thomas Orchard Suite 100
West Tamaramouth, AZ 47793",No
219,Stephanie Arias,fishermonica@example.net,19,+1-929-418-6054x07018,"362 Smith Ways Suite 666
Josephberg, TN 98201",Yes
220,Joshua Willis,rwatkins@example.com,26,001-475-877-3588,"5182 Riley Green
Bishopmouth, FL 82313",Yes
221,Vanessa Gilmore,walshjessica@example.org,51,(600)241-6024x19976,"69145 Ramos Stream
North Rhondachester, FL 21907",Yes
222,Wayne Berry,mpacheco@example.com,32,001-719-885-5513,"80885 Fisher Inlet Suite 520
West Morgan, NV 85257",No
223,Christopher Taylor,mwalker@example.net,23,583-777-5470x80398,"077 Mathews Viaduct Apt. 258
Chasetown, WI 46925",No
224,Sarah Perez,webbapril@example.com,45,9394865472,"4632 Gallegos Isle Apt. 875
Lake Jeffery, FL 55278",Yes
225,John Gomez,alejandradouglas@example.net,33,422.677.5751,"3644 Smith Mountain
Campbellburgh, OK 91355",No
226,George Blake,susan95@example.com,18,(961)891-8630x065,"7725 Joseph Mill
Vaughnville, VT 71363",Yes
227,Andrea Garcia,russellerika@example.com,22,5925762859,"605 Dennis Mountain Suite 142
Matthewville, WA 35228",No
